5294	14450	12484	17511	15984	6575	3008	18376	1652	19431	9463	4165	20024	4300	711	11139	9838	3315	19400	8998	14717	1063	5081	1865	360	10553	7442	17920	9827	8613	8012	5584	996	7368	16020	6932	1118	15975	2972	4407	7348	7240	3288	15266	5123	4464	2612	12621	787	1631	1815	3912	12633	16673	18127	4005	5550	7925	5419	11608	18200	2355	17504	443	15348	11973	3377	15413	12626	4731	3215	9963	3797	6742	17295	1526	7019	2684	4695	7266	15901	19452	3114	16138	11925	486	6905	8990	14492	19309	10555	7378	10615	10312	6435	3649	17975	5802	7333	19041	16925	19163	19939	12182	18343	10389	10442	12565	5486	17120	18997	18455	8129	2819	13177	2618	11726	7250	3202	19517	19780	18092	19195	10080
824	105	16370	16485	9900	18039	7765	9508	588	8142	18650	1916	5076	16337	8517	350	4044	17300	3487	6583	958	17753	9014	19653	1819	19071	5580	11952	9843	7130	15915	1931	19741	18098	7756	5445	9835	18397	1441	10205	13066	12230	589	12427	13387	16723	8846	5433	16012	16802	15980	15052	1211	15750	8291	4517	16026	10338	1600	11414	16113	18442	4450	16590	15321	7125	19688	4415	9997	10361	13495	8222	7203	10280	20047	1485	12377	14413	7921	7118	4485	12155	11488	2079	14232	2593	19004	16467	2656	12229	5392	2327	12757	11691	11590	15496	19522	3461	5421	4611	15203	10418	6421	2793	4617	15795	1926	1168	10442	6537	11901	18460	12840	4134	12521	12168	8252	19842	10672	13573	3202	6616	15773	5784
9187	8996	10966	3527	17432	10631	14955	664	907	10686	15168	11988	94	3701	8173	10539	2192	16170	16143	12206	13857	18365	843	4442	9000	20048	16694	10919	10525	19062	5159	18228	9751	9327	12916	8883	6777	409	1377	2428	17873	5508	12892	1182	19209	2546	19926	5349	18763	18409	8577	5248	12328	9655	12532	14804	9142	2422	11798	15527	14708	1381	14672	15002	16799	17782	3464	11158	19069	15245	11340	15085	15045	15410	13478	4824	733	14633	12507	13327	18908	10482	6741	13688	5956	3304	7958	18177	1860	7500	2203	7787	8121	6755	2783	1778	19006	3747	16382	2983	11982	1402	13741	6469	15701	3202	12698	12168	10898	11137	19842	6537	1320	11728	15108	10672	6710	18088	15795	13177	19378	13573	11521	10442
17515	19960	19291	5004	1466	11127	17063	1383	9569	9164	154	10012	5658	11762	9973	641	2491	9858	2945	7197	4812	236	3385	8297	10475	6872	3223	3242	16857	13865	16363	12246	11061	2923	15710	11028	4064	12542	17323	7438	17994	17730	3182	1411	9282	3593	8737	6855	355	11410	14551	18244	11008	14817	12339	1954	10356	7083	5134	16072	1033	978	10224	9551	17012	18652	17961	3697	18285	17310	529	12963	8464	7524	3824	12602	17775	13616	10157	6520	958	14327	17135	20011	7738	13294	7266	13829	6845	10916	8513	11400	9662	18457	973	19179	5617	2012	15794	396	2951	9952	613	16908	16130	12168	19195	19435	6057	10616	1168	3687	10462	17280	7870	5204	19991	10442	8100	6701	18460	2842	15773	11137
7562	8743	14836	12385	17458	10956	4290	12106	14440	3946	7701	1127	12077	15139	4321	3849	12991	13399	18860	56	9325	8367	15285	4012	15947	3880	13504	20077	15725	18336	13012	6252	14319	13709	3797	6334	6920	15890	10554	15093	4313	8073	12138	17305	7037	8777	18284	5359	15660	7526	8738	396	5169	8860	5966	367	15650	625	17913	12883	17193	19158	4868	3642	9465	15198	538	3354	10903	16582	17712	16349	19758	18277	13753	19373	10263	4919	7260	2001	6081	16382	18134	9406	104	4190	7787	14157	18032	14378	7200	9835	1371	4344	9682	11198	239	12342	15880	694	10000	7267	8968	13468	6537	5785	11137	1168	6710	15731	17244	13573	2210	1129	15773	14226	15795	1336	7340	12078	10080	18981	8252	17142
2705	8888	5739	11184	12914	3291	3385	2846	6131	7836	9464	2538	11058	11431	655	14264	2773	15607	2899	19301	4923	4835	13973	11280	7454	9934	9998	19923	12183	11442	10253	4344	7345	13007	13119	8509	10959	3474	10716	8782	12875	16407	4384	18807	13081	6421	15650	19147	652	8665	6702	14109	17696	15759	8637	16958	14159	7236	19803	8312	14524	15835	10927	8880	10303	19575	8077	12775	7164	11289	3516	17618	5405	16471	7582	3830	2108	19048	10101	18096	10385	18921	12151	17460	12064	19125	14770	12522	18500	20065	18505	18389	6933	5229	9240	577	13466	16221	661	18192	12837	9300	9006	9558	15246	18308	16964	17951	4048	12698	15491	8252	18092	15795	11521	7245	12521	18997	15773	14360	10298	13177	2996	18544
7578	19036	6635	5548	18980	4619	918	16574	5716	5876	12632	10699	3176	17831	2436	19320	4474	9416	19908	1718	17829	3836	35	4208	5290	2700	11485	16801	919	6925	5189	12927	16073	2730	17417	1633	13918	13063	11365	17859	3837	11193	13058	8732	17610	14307	14788	5070	13	11875	2306	17625	14369	3791	12809	19996	9230	9915	18708	15564	6249	17389	12862	3875	5131	5057	16109	18370	18537	16377	1686	3562	4277	14556	16785	9626	16894	17416	12431	6647	4989	7042	15076	9064	9734	8511	9636	11917	17493	16788	5541	9130	10587	13547	9305	5787	5350	11233	19544	6872	1662	19563	14825	15209	7072	4700	8706	7870	14360	8252	975	10298	19195	9378	6616	17142	18625	15108	18088	9377	13177	4134	5205	8100
9720	7824	3810	16875	3710	2549	4713	13340	15928	17154	18084	7319	8038	4854	9941	8254	70	1662	17931	17554	13545	7655	18389	11144	13722	17542	6067	8682	5317	12273	187	8474	14235	16866	7898	350	8214	16948	1641	17927	13427	7989	10769	8019	13262	4257	9593	6686	6550	15914	3005	4126	18813	9688	15109	15479	6306	10283	3770	14833	2500	12433	11718	18143	8183	5795	17127	14749	1041	15087	16801	8621	19113	12038	3689	9738	8994	17890	8269	16198	18951	1771	19496	17000	20054	14139	8921	1344	3948	3974	8390	7025	12668	3792	200	16279	4102	6744	3499	16426	4672	18135	20096	5714	13892	15108	17557	942	2618	16964	5204	15701	18308	6057	2819	1129	18088	19780	15246	17142	3720	19842	18460	7728
13726	5249	17874	4669	18808	1441	944	2042	3619	15324	14010	12295	11433	10047	7102	14187	12555	3193	8297	16912	6957	14681	4951	2855	481	9511	18036	16432	14186	15568	3399	14316	6094	3905	4455	2286	19180	9035	6426	17014	15534	13505	6986	1023	13002	2913	8171	7985	17129	6306	8102	12632	16894	17239	1193	6690	18319	9962	2650	1089	14367	15852	6790	387	8502	17058	11566	244	3174	15765	18437	10686	12729	9852	17102	9054	2166	4066	19473	11781	3486	10170	19969	4138	9308	18637	11401	13311	7478	5746	10847	16360	3281	2669	12377	6721	10551	7734	7057	11609	10558	14177	10600	13642	4048	7250	2842	1926	7529	13818	12565	1744	9378	6057	5204	9255	7072	8252	3202	5486	13563	1336	10442	5784
9945	14924	11951	14446	16814	1334	19939	7095	19959	9421	8953	15271	10120	3994	14841	7675	5537	10089	11418	8577	4868	13631	3539	5123	17533	7387	15474	2548	16243	2470	13828	14458	9398	732	10596	19163	20188	20070	2986	18858	11834	7203	12879	9388	19733	10448	4690	17467	10645	12320	952	16165	7107	17480	6784	14330	2913	211	12209	6944	3889	7035	15951	7386	3678	514	11458	2364	13585	2964	2931	17127	17789	16018	7633	3355	10110	6916	19172	10999	6760	8251	15315	6231	4509	16066	8987	5633	8145	16613	7114	3096	2035	1456	6339	261	987	13132	3809	10818	5803	14419	15098	16528	7072	14226	7870	15731	2996	17951	10389	12648	17557	5847	8706	16986	11728	7245	18799	14360	4617	19435	3687	5205
9546	16658	11868	4429	13394	6027	5912	13438	12898	19452	16382	11202	1523	11917	17558	1236	8779	16923	12106	9386	10167	689	10691	16673	4942	5593	17104	4726	17622	11385	11055	18866	3506	4817	17894	7220	6903	13418	9718	15278	8370	9486	6843	2856	16608	2060	10791	5274	14420	9067	5564	16028	16299	8285	9539	10381	18893	8603	18928	19732	6536	12281	17816	2582	1064	6471	2682	7107	13027	4264	3701	2837	11301	4498	16711	10324	16744	7182	11699	16637	14971	10177	11472	19689	13958	19373	16491	5725	12026	3281	20146	10044	14692	15318	3045	14095	10194	13155	4697	19504	4966	20002	14128	6199	15018	13892	7340	7072	15108	2819	12821	10898	16964	12698	13092	3202	7728	7245	8129	942	7250	6701	11728	3720
6111	14983	10216	1494	4228	2203	5344	16694	8443	5162	4759	2368	5114	5921	9686	6843	24	2456	2935	11179	1710	12905	6495	2836	7798	5187	4024	8796	16852	14394	11256	13141	537	9903	18384	4022	4588	4534	6436	15237	19484	16402	10443	12781	17045	70	19237	3475	16965	9200	19906	4398	10718	15530	3960	7806	1849	1717	9050	8030	1725	8694	16627	7475	19529	12887	18466	13635	19401	4136	16712	8449	4354	17204	9055	5270	9103	4198	13320	9240	20167	18103	17516	9719	5869	9696	7091	9874	14618	13599	17453	15002	9071	6836	14492	13841	3278	3474	13936	15842	14369	1427	86	8415	17951	7250	2618	8252	15784	18107	6057	10389	5785	10442	19517	3871	16964	2819	1168	15018	2842	18308	17007	8129
681	13124	1647	6021	8256	15699	12735	12535	15262	10293	20076	8557	1153	10941	13855	17475	1773	14379	16489	12492	11000	4527	16499	6657	5180	8899	8091	19778	6794	11870	10824	5629	11988	16248	13351	3316	13638	16185	11921	15675	7907	4466	6342	10092	12059	16182	5491	13058	11913	8188	18433	13406	15774	16408	4503	13173	14619	2026	8263	15238	16127	5746	2121	11711	15005	11963	19253	900	4572	1543	13561	4561	13997	5990	1412	7176	5329	3653	14245	13193	7677	4397	12776	1779	16932	10028	3198	1417	5560	12288	4519	811	10333	17327	17117	458	15902	11358	14833	9841	12963	19556	9500	3918	7407	3687	15731	10389	18088	10856	16624	18544	5486	13818	12078	8100	19435	18107	19991	7870	11137	11521	12648	17293
10935	7711	12541	12564	12585	10141	8596	18450	735	7316	10735	16956	10409	10133	2346	17943	20048	8332	9746	3110	13664	15760	8976	10429	28	4154	526	3670	15982	12890	18379	2325	19076	5685	14747	9214	9447	20185	5524	11827	2692	19615	10954	6583	6294	10587	11544	3689	17854	714	13548	3540	6251	1530	6497	5216	15357	3095	8313	16880	18457	8870	16531	12359	14345	16166	10956	19140	20182	16802	730	16067	17784	3593	20167	15523	3515	5901	3123	4889	17183	11974	5767	4493	3308	18587	5275	7667	13628	14439	1839	1039	9359	17474	8217	1328	11314	580	13225	111	7035	18590	13304	9561	17951	15795	15701	10856	17557	8100	10616	19842	18088	19435	15491	5785	8706	17280	1744	2618	12078	18981	10672	13563
9347	20004	2076	14325	10161	7902	15031	3096	10532	5997	2067	3901	15119	10001	2271	1084	1809	17158	867	2443	14653	18297	7724	7038	39	1996	358	5005	4030	14525	13796	10459	5581	5025	7607	17040	4643	12626	3586	1193	12465	13030	2630	6939	11973	2293	17144	12654	3460	13663	1059	20131	8417	7848	855	16785	12474	1571	11177	3953	10191	18283	2209	16248	8166	17469	3124	19856	6414	15829	11766	17615	1696	14319	16124	14793	2374	4046	10338	545	17322	8552	12682	19905	4850	5872	11597	7910	5067	17282	4066	18669	9444	1422	4	4938	15823	19062	13928	2369	7638	5643	8862	7168	8129	15018	12921	19991	6537	5785	975	12840	18455	4617	11728	13177	10442	17951	2210	8100	17120	11137	6701	7728
11437	5029	17337	14063	18362	19079	16457	19115	12932	1215	8068	20137	15132	2259	14761	15206	11623	7837	16603	2266	1941	19994	9075	14231	17191	15348	1722	11645	4445	1718	11829	13062	3366	7235	3779	10517	10685	15119	5742	3819	19810	9679	14000	4392	3948	14598	7722	9719	3937	14632	10350	4126	5661	10315	9843	18438	1290	8015	2248	3610	5643	8914	15149	16079	17493	9627	8607	693	15070	11485	18622	18255	2674	12112	822	14726	576	11298	12787	17791	15914	16309	2431	13422	4374	4067	6306	12377	1645	3348	17758	935	1217	8690	2220	14162	11180	5087	10870	10769	10127	19594	11167	2268	17120	10672	12840	18981	2996	17888	18544	5205	11728	19842	6616	9756	6057	18625	11726	12821	5847	8706	9378	5785
11838	2918	18912	18551	1209	17742	4982	811	11520	18917	475	16374	7020	14833	8950	7869	4743	14966	4854	3539	15555	14492	17788	13716	16133	16720	17046	15926	15292	14658	19250	8808	3075	18322	11609	12157	1319	2268	11230	15840	14156	14035	10520	10548	16595	4646	314	13481	5640	2116	8493	1183	19240	14810	19597	13840	1132	11745	19652	17281	12048	16649	17798	15986	2710	13564	15401	16175	6292	5162	18248	10978	10070	9687	7484	19216	13001	7354	5677	14052	3571	11313	729	13333	6895	12571	3004	16099	15905	19377	1427	16176	17397	11792	16529	10342	6096	8253	19120	19932	17484	15493	4572	9017	3687	18308	17007	1744	19842	1320	10898	8100	18625	11726	17142	15784	7728	17951	6057	18544	7529	15795	12821	9159
2705	18281	15427	1618	16320	13193	17276	17267	13366	17656	2596	16055	13159	16952	10871	2744	14933	3205	8988	592	11842	7864	5492	8917	13540	11083	1885	11472	6353	17851	12253	9548	13968	8131	9734	73	2352	7874	14003	9027	14235	4012	2465	1031	19557	490	11837	10066	19085	19373	16583	19171	19404	11603	13868	18892	12974	19324	7091	7338	18317	10740	8940	5209	5114	4793	1407	10075	10218	13248	15206	14632	13284	5547	12530	2774	6600	2820	1416	8639	1695	3469	4750	552	16789	8701	11385	2652	3507	2867	10820	10810	18866	10212	14087	14808	6323	12585	1317	4158	8398	15804	6011	5061	2842	18997	5784	10616	8252	13573	19435	18088	12648	4700	17007	975	15108	3720	4617	18460	2618	13563	7340	18092
9546	10530	2022	4993	17694	887	15502	15900	19620	1584	9639	6106	11209	5172	6241	12988	10801	5872	3737	1596	11950	11443	6986	10212	353	17030	373	9862	15840	14181	4949	18838	13264	13217	186	10561	5621	16791	15854	8657	14770	15149	8427	3803	11689	8463	1644	8081	2691	14394	8788	967	12609	17578	10968	20077	127	6961	5223	18962	5786	13796	17400	7305	1265	4450	527	13398	873	3588	98	6771	9050	16841	18427	2662	8944	14370	3041	11968	16186	17319	4758	9017	11327	12166	19675	3262	14099	5995	17720	5839	2759	4649	18147	16199	531	16121	6104	3374	10026	6192	8244	2997	15246	8252	17557	18981	17244	2996	6057	12698	15701	17888	13818	18938	6616	8100	12648	7250	18107	15773	12821	10616
9585	3858	5029	6111	14066	15547	2451	17297	12060	1428	18467	4817	8603	17747	4883	9832	18802	17732	7042	2549	1395	10584	14330	98	7506	15394	3679	15622	13256	15615	11121	12403	6715	17365	8639	7447	15690	2994	2989	20134	9446	3283	16958	5167	17881	756	18653	10813	16379	1350	10259	15919	2708	10674	19989	1229	5900	2483	12644	6115	12592	7211	19180	12015	15096	19366	18074	8967	11608	17404	15862	14206	14866	8847	4044	7382	14440	1315	4534	17855	2448	18728	5645	11755	8819	14519	12187	20038	14548	11923	5839	4401	16092	5431	12699	2906	13663	6239	16305	11158	8408	3620	15088	16827	15246	5785	975	12168	11521	11587	15784	16986	17142	14360	19842	5847	17888	18544	5205	12521	11726	10898	10616	3871
19958	8634	1117	4734	10087	11281	12055	9218	1136	17453	2967	20068	12817	10741	7901	18095	8097	7573	7845	1958	19571	2779	15181	19814	12980	18884	11144	4841	2439	5450	867	17830	3288	19717	395	883	19688	17350	18833	19110	5776	5068	8280	2221	18687	3619	15762	17920	9984	16920	3464	16216	20167	10738	8172	17896	299	387	5821	8016	2490	5991	5336	5950	12637	15405	3020	4418	945	16974	15635	484	8854	18285	14168	10946	15610	11762	17909	4945	3199	8012	333	2105	2531	16467	6519	19889	18738	17174	5922	10288	7555	1621	4924	19271	4599	3804	862	7323	6161	2106	9495	3683	19435	17244	18088	3687	17007	19842	12648	8100	13092	11587	18981	4048	6057	10080	2555	4700	19378	17557	11726	19517
3561	5649	13742	3408	5450	11155	11863	5327	879	8484	17740	8102	7745	273	12252	19188	2012	6466	1356	650	17031	6215	14249	403	7234	1778	6166	2911	14958	9407	6316	1769	81	14564	6974	9594	13657	6412	17178	5728	13464	13507	11393	9760	1704	15361	6264	11317	5742	2528	5057	14909	5024	9965	13670	1371	14744	9331	15583	10434	70	3203	4897	13891	6964	3108	5042	3487	18033	1503	18216	9919	15314	19006	5789	858	9843	1821	203	12575	9424	1209	7419	15408	18607	15238	5611	224	11498	9971	9070	11361	9612	3288	2107	16757	11766	9369	7247	14368	7313	16203	1886	13216	5205	2842	18308	2618	18938	6701	12565	6537	7728	12078	3202	17120	7407	7870	11521	9378	19435	18455	11728	15701
5294	513	6282	15617	10599	5829	19883	2737	16517	18070	8360	16819	17227	446	3253	7216	3689	7629	4129	2291	9871	19693	5280	5779	8379	12146	9535	10670	9986	1651	19256	15847	16043	14548	18036	7820	19863	12129	6040	17504	14334	18959	14520	13567	3384	10240	5754	2979	9308	15203	15428	12523	1967	4098	15767	20120	9172	9314	5595	17012	1104	11834	7980	13990	3325	11020	18909	9767	15655	19585	19304	6524	7892	6109	12210	18440	13534	12984	11528	969	6683	20204	18743	18725	13325	15166	11611	6574	2196	8239	13436	8635	6350	13732	7048	17092	6197	16631	18901	15160	7484	5174	361	4165	15491	18088	1320	18938	7072	4700	18092	19435	11137	11728	18107	12698	6057	6616	10080	10616	15018	8100	15701	13573
19874	7562	18281	10135	12977	6357	14574	14459	11093	16631	15727	9582	4521	19161	2604	1211	2480	7849	8343	16551	440	8075	9687	6481	4492	18832	6557	10971	4678	5033	16460	16877	2445	7443	13468	7374	7452	3591	15652	18266	1803	8469	8417	17674	16113	13517	6405	1110	13256	40	10910	2945	1064	16163	7964	16628	10816	14699	16306	11117	2271	3466	11247	1792	18736	7913	14057	9618	20099	9800	16097	11150	274	19444	12623	7345	7203	3220	9436	4568	10407	12823	16747	10026	1826	11041	15472	10376	13367	6671	12489	12117	2951	4495	9824	73	17560	20111	12052	3007	9652	9072	14306	3869	15108	10462	17120	16986	8100	18981	15731	5477	6710	8583	17007	10298	19435	12168	6701	3202	2555	10442	9255	8252
9004	16606	13035	19727	15270	4350	17541	16976	16748	4012	18765	8869	2391	11232	5438	5997	16486	14883	18185	13922	10885	12901	19362	7031	10263	11763	15824	919	4422	5124	11092	10	12545	8405	2250	14214	430	16746	9422	403	15816	18019	13981	19576	15340	154	7162	16415	12117	2715	12489	1267	16666	13146	16954	5173	4274	14815	12369	8349	4519	13072	7527	19973	14499	6186	10291	3706	4259	15717	12976	5588	16510	17205	7898	299	16042	7134	13615	4904	2713	11811	1317	7273	19613	17442	3944	6911	19885	15656	18586	13850	4549	2205	10079	11483	19067	8310	5514	409	10870	2672	2129	19602	1336	12921	2819	2618	18455	18799	17280	6537	10672	9756	15795	11726	12565	1168	12168	17142	11728	6701	16964	18092
