7825	10988	6660	12042	1440	4563	4740	15251	18169	11951	2665	11752	17235	14853	1989	11382	16257	15958	12005	10670	8691	17890	7442	9116	4678	12287	13025	19123	784	6480	6394	6941	14351	3594	11594	12025	13393	18931	5388	137	14162	17344	20104	12396	4322	11349	11317	16276	7783	5900	11355	194	5742	61	2062	13400	4162	2710	15227	14825	9950	1859	3469	8695	6548	7962	14411	19088	6570	3103	9369	15184	7781	8281	8419	16572	8209	974	11609	9163	16496	16401	16868	1297	16205	9121	3061	16605	6411	10108	9899	18756	2	652	15001	12094	12976	19567	4957	9432	4695	4966	5105	16815	504	11806	8846	11402	1972	235	8825	19532	1996	2207	4044	9101	16575	6935	8770	7203	19445	1831	9752	8965	10635	19862	6018	4328	7658	250	16462	4842	14682	1684	15774	2398	1762	1229	17496	10141	12072	15405	11839	3466	16282	3507	11191	12657	7926	9860	3955	19517	1336	18092	18799	18107	18625	8583	14360	14226	2809	11728	8855	3687	15108	10442	12648	6057	9378	19000	17206	4662	11897	15731	882	15123	12078	4097	17709	5785	8706	15809	19842	11560	5205	4700	18343	18981	16964	2961	7250	5784	12840	3221	3027	17007
6886	13975	2307	14480	18983	13180	14294	1106	1233	17515	8640	9545	3338	11947	11523	4286	11120	4977	16036	7986	18735	16910	8818	15577	3540	16620	16386	19458	8161	19676	9941	12252	11670	8436	9473	14326	7506	5975	17021	3716	3953	233	13226	19494	2457	16255	8236	15301	2594	1229	6957	15336	15116	11512	281	20018	5097	14821	8856	8103	3075	13510	4919	2621	12257	14822	10227	12781	17720	14914	3461	319	15644	11627	15073	325	4261	17719	15902	20147	8823	4450	11048	17154	3966	16126	1666	6782	9933	15646	4634	7505	12016	12545	10503	3612	1528	16702	14391	8151	7353	16235	17	6311	4307	3735	16090	6499	5692	8211	5211	18005	12708	6185	7075	9443	20042	9052	3342	306	4621	6414	1055	7022	15829	3521	19678	7480	6101	9373	6020	13012	8477	14469	11191	9296	19219	13185	19076	10639	267	15403	13367	1779	3428	18946	521	19004	4655	10471	19988	5718	3871	3027	17557	10080	6646	4741	12168	10442	2638	13177	3340	11901	18460	16130	9255	4891	13892	7245	16104	3687	14360	8252	18290	18343	13092	4662	3720	12521	19435	2819	19991	18997	16289	2555	13862	16964	12840	18938	1706	1444	13573	7340	10898	19842
9205	14403	8054	3698	4512	14576	5241	593	8705	10364	3550	17699	12334	15240	8969	7640	337	4979	13719	6477	18377	9892	2624	2874	9780	973	902	841	9597	19443	13996	12694	2121	17317	17829	9247	5652	12811	678	18683	6050	19310	12802	13231	8232	18638	11245	15709	1924	3763	411	12233	3484	5253	5749	4614	8948	16595	5024	18432	19006	1143	5581	908	3435	17426	4601	8916	5033	5567	17442	2541	4625	20032	14823	5810	1971	14910	823	5783	5234	10873	13664	12301	350	3226	564	6983	9767	4486	9354	16177	14579	10494	8034	6005	5345	15846	8654	5348	10045	15737	10897	3820	16608	1765	11997	4566	15862	7664	16187	1371	13668	18524	19885	10514	14356	18285	2853	15567	17793	8043	18591	17664	12586	4495	3361	11495	15803	19759	17246	16585	3895	10003	18633	4272	5962	8194	7788	14080	587	1596	16086	413	17061	4831	10864	18680	16871	13901	17654	4134	17951	5205	10389	1731	18460	14226	10616	7072	1191	11560	12565	5847	5718	15018	16588	17709	6616	12471	6701	3871	4741	17206	18544	18625	18502	15766	10462	12821	7231	6710	7981	4700	12078	10465	5785	18088	10080	18069	1706	19143	15123	16964	14072	9159
7232	2743	275	581	13469	5890	6151	4145	839	9669	18281	14453	12770	10267	115	9566	8507	10165	4392	258	13042	16687	6446	1323	13377	171	17396	2417	14818	17862	4818	3070	15469	20026	11642	457	3403	18368	19525	20118	4434	19335	4938	2196	5834	5929	11988	6920	16617	16886	5725	7238	14057	5856	3193	17689	14783	19917	1589	11637	11230	17426	376	10085	11342	14651	17353	1585	3131	15543	1780	18357	4022	4879	11324	14643	18042	18440	4056	5085	15788	2761	7433	15835	8563	2844	11358	2049	5112	17768	3316	14463	12938	3261	3409	10642	17634	19870	15154	17404	11070	8415	12835	253	18398	5942	7550	854	19401	13058	18840	9575	7508	19224	366	12352	13394	19903	11051	18913	18610	8747	18875	1997	7242	11337	2045	12043	16823	12811	19278	5274	697	8932	8714	17871	15514	12522	8695	2192	8619	686	9257	20110	14719	5162	18039	10665	18283	14504	10177	9496	19780	15246	9756	12648	13092	1680	11011	15773	14360	5477	19842	1168	2638	11137	19644	12521	12078	18460	10298	18088	6537	4741	4587	2842	18997	11521	15022	18938	19517	4097	4048	10856	7728	5204	882	10616	3504	7340	18502	5784	18981	4891	17390	8252
2639	8708	5249	962	13034	2743	16677	14254	8670	11330	12266	5739	847	6364	11420	6766	12073	4476	11435	14650	7501	18154	8588	11985	18622	15034	20073	2734	1559	484	14560	7206	4272	6740	6820	15858	16608	8599	884	13153	19536	7637	6466	9188	9831	1522	6246	16898	18396	16496	5949	10592	3307	15324	10109	8360	9427	14960	17497	11640	5891	9103	19683	16527	18398	12152	8017	13907	8861	1327	14271	17966	14763	14773	3482	207	17018	13227	9519	16187	4856	1708	9429	19921	5799	18320	5828	5335	6475	7332	12346	8549	19321	18916	18157	9543	11448	16941	7137	12034	17914	7902	14413	16079	5169	17562	6741	1371	11459	9252	7413	703	7703	18361	1089	18026	11108	17907	16529	13773	18231	17220	19132	2780	15217	6955	1763	4709	3543	17569	17315	10842	20010	9108	12837	4803	14666	19454	9207	14633	17909	2880	18751	16105	3606	4397	14173	14443	2750	8956	1641	3340	16624	10389	14072	10672	15809	18997	3074	15731	4587	19378	10080	6438	1191	12598	1731	12821	7245	17007	13092	17120	14360	10298	18088	8583	17557	2809	882	8792	13892	6057	11372	17843	12921	4134	17888	16104	12698	17390	8100	18799	9877	4070	2618	14226
13801	4404	18153	5691	15180	15224	9773	2743	12506	17849	6619	7131	11612	9733	4799	4735	14473	3480	10259	8560	2384	1013	8264	10145	1438	17966	6278	13843	7313	6107	6430	8625	18152	2195	6751	18354	12534	4166	13494	7564	6682	14881	19137	15199	16062	13204	14355	7918	5839	14714	13239	4655	17467	600	3935	4906	14499	14208	7630	15482	12145	19703	18365	19047	12707	11472	14351	10748	2661	1405	4126	18556	17665	1811	10482	14608	7162	11203	11687	18871	19431	8680	3681	10905	2805	10516	8987	16484	15677	3548	164	8644	4764	9748	19104	16063	5280	5208	4900	17569	11121	5488	11225	5823	8104	7387	491	14315	353	19534	8279	8138	13900	13807	18817	7013	15502	19908	3094	14840	15319	376	506	6027	759	15205	2605	17638	252	19885	14656	19120	4138	16243	9214	15260	19531	13765	9718	18028	2138	13969	9435	4503	7962	11594	2986	316	5178	8950	16447	17390	5718	3687	19195	2210	15773	19842	9255	17269	5204	17142	18625	1129	10465	15108	10578	10488	5847	19000	19700	9159	1926	2842	9378	7250	12821	17280	11726	16624	3449	5477	6616	17951	8583	17206	17120	3064	19435	8129	18460	6261	11137	2638	13892	18069
13787	1068	8155	6462	18264	7558	16161	9945	18912	5059	17835	19390	15751	10399	19779	4494	3551	8348	6677	10302	9436	17315	13716	482	1173	1971	5627	13005	20024	5499	19133	10657	7924	3189	14156	12951	4246	5643	11608	7203	5695	9494	13382	15231	6870	11209	2954	19281	5927	13169	1051	17901	1466	14245	11368	4485	14261	4228	15500	3215	8188	7540	10869	1243	4620	9516	11285	14631	353	5157	14556	18936	15673	9906	15892	18763	2609	15264	11708	8145	17620	19859	11551	6423	12963	4932	13436	3955	374	2435	17484	5537	7611	19906	16364	6709	181	14890	11145	18185	6916	11681	9895	6197	10038	7934	17516	7067	14022	11133	19967	18701	10047	5813	8881	1025	6397	20023	404	10315	14413	19552	11299	4275	14168	14723	7391	5288	12264	12728	868	13304	14558	3217	11370	3258	1110	2241	11337	1023	2394	6890	6982	19755	14463	13447	3983	1063	19732	4306	8843	7870	6616	17244	4323	1731	18092	13563	11726	12921	16130	6261	2638	11350	17280	10578	4262	17269	10898	19842	5785	8129	1336	11521	12648	18938	616	18107	182	3064	16588	6701	12840	15731	11897	7245	4225	6438	15773	9377	4700	12078	7529	17951	4662	7085
19727	16372	18895	12361	6679	4930	2554	18120	18967	18762	7969	8933	4416	14576	3016	6173	6146	482	6689	8816	756	9576	19712	2085	10035	17831	2664	3926	1586	13017	1711	5976	10437	12262	7207	8655	10942	7107	12318	5066	11336	3078	8404	13521	4478	8241	14887	17305	9334	6654	3667	19892	15349	16102	11234	8330	20039	5997	712	19843	18472	1658	15981	6270	17591	8451	6775	5419	13679	16856	6150	14713	3044	9631	6842	7138	11441	13692	17335	7763	1457	1946	18097	8988	7157	15870	14904	13681	3448	314	5393	13206	9228	15384	14097	11586	13046	1864	4123	10004	15643	1353	17438	2381	8207	11047	20042	17440	7048	9919	10075	9465	2609	15608	16587	19261	4176	2068	19850	15661	9768	1778	4088	8724	9464	16784	19919	2004	9026	1033	10468	1796	1814	15072	17844	17861	19032	10131	4146	11921	15070	14251	16203	3737	6595	2871	6116	8236	8683	6598	14401	12565	4134	3504	17244	5784	12598	2961	1168	15026	4097	7728	17280	17557	10488	9159	15773	13862	19000	3720	16986	15018	3340	17390	3064	10616	9756	8100	7231	15731	19378	4262	4048	1706	2618	2809	12648	6261	19143	1336	7250	18107	11726	7085	18290	18981
4409	11152	12524	12577	11738	1174	12279	2791	1464	5841	17826	13086	6965	12966	16000	7940	19382	4486	6089	6975	15597	16074	6980	12426	3519	10538	4880	2195	859	6674	19705	8802	4819	7354	1458	5216	7019	18171	5728	4812	1114	10279	16110	2703	7646	16868	2060	3490	19835	8218	11046	12101	14651	5591	6550	18987	15363	7570	17053	18637	19617	18807	6577	17091	10350	15732	5127	12567	10301	15754	3864	17491	13152	13658	2138	17397	3691	497	6096	14993	5174	8316	18556	12006	448	1704	13544	17245	4906	5009	16367	12860	8059	4921	10215	4776	14012	4453	14128	7017	18513	16667	19782	4867	14279	9252	2002	19292	15574	8959	14974	15034	12304	12674	16336	3729	15515	6908	14318	13340	6892	19149	9351	19431	16073	8871	11225	15986	12069	8465	9125	4133	2808	7517	8340	2026	13775	13979	6974	2714	6932	17164	18528	8907	1193	7963	4005	15400	1588	11370	6375	8252	7529	15108	2819	5847	10898	18455	4262	5477	12471	4700	8706	13818	10002	16986	17888	9159	11372	18343	17142	6701	17709	11587	12698	9756	2638	9496	13862	11560	19378	8583	1320	1680	2210	4225	15018	19644	10856	6261	12521	8855	9378	15809	11350	17843
17980	3359	15222	2639	2825	15325	9284	1715	3102	14431	8966	19776	2791	15467	8868	9563	9649	5913	10145	6773	11091	8036	4816	17672	13003	7729	10229	3769	20206	14622	11610	8312	11792	17556	14539	10439	16589	3629	18879	19256	14430	16383	5540	4694	408	3600	17981	18328	8079	8660	14654	3964	11656	19421	14067	17626	8625	1798	9626	12351	127	7341	17758	15050	15261	12728	7816	17983	20138	3004	233	6367	2715	3149	16972	19649	17474	5440	12754	10340	16182	10971	11462	6760	2746	19057	16431	15753	1804	66	4894	5379	8827	7107	539	5960	12060	13834	13325	2689	3762	8693	19758	3044	4276	2855	6855	15901	10551	13398	4649	15429	14206	4442	9136	9017	17682	4623	2475	4907	14449	19171	15038	2287	18890	19917	5348	18442	17143	14940	11222	18531	10227	19875	19825	5989	8566	5681	4879	19120	14963	6923	7592	3649	15655	4924	16670	1813	15131	6977	7173	15701	11560	18343	15773	975	19143	8100	8129	8252	16964	1706	6537	9377	6646	4741	12648	1444	19000	18455	19517	15784	19991	17244	3340	182	12840	17293	16624	11897	15108	9255	16986	11137	19435	7981	13862	4587	19700	6438	11011	12565	4048	12168	7250	11265
