19334	13591	12042	5146	3613	13240	12075	1123	4494	16921	3359	9370	4976	19355	12033	14575	12886	3119	17062	10041	18240	19966	5294	8498	18393	5282	2452	1919	3236	19183	13381	16834	7706	13257	3550	16652	11066	10629	331	9146	3282	16677	4429	13221	12113	16926	13110	13422	13452	15134	16375	11232	16337	9699	13314	12777	11405	7583	18928	14456	10618	19805	14770	17391	2884	19732	15047	19044	15743	12240	8750	5835	13103	4354	1419	5473	14452	5134	5394	2838	8941	5028	6793	6337	9338	3882	16531	8415	15802	13186	15276	5227	20107	9835	8224	10802	14363	19519	15112	3311	3379	15242	13575	8794	978	15423	13583	17804	17793	5280	3851	7881	8565	11485	9047	9757	12925	14918	8186	1035	13282	12183	5319	10917	19497	19187	13564	1631	13011	18179	319	8073	69	7676	3643	2752	3633	10218	428	2916	3462	16124	2120	926	3400	5022	6769	9405	11331	7891	19005	15523	4845	13853	10937	4797	17713	13546	14153	15191	103	8932	10257	13167	11843	6829	15714	17393	14695	14581	9617	11641	8251	19913	19770	13581	9951	17446	13222	5250	4932	19853	14670	16877	18114	3431	4551	2919	808	17824	1403	10356	12953	11750	4935	4148	13750	295	10959	5158	7717	2021	693	5043	993	15964	3194	12051	3258	16322	9974	4299	10692	17498	10633	15779	13896	10024	12586	3437	15640	8936	10549	18802	7506	8409	2004	8352	8070	12556	3217	4436	11113	17911	11739	5063	10326	3430	19585	3812	6221	2917	3781	11290	14961	9834	10241	7070	19943	5381	3879	17975	19128	7927	17736	9515	10599	14420	10833	10099	12688	10484	14066	9354	14787	5089	14315	19636	7572	506	6949	17099	12158	2591	2684	4146	1806	13001	13009	8370	14235	9831	7311	13732	12139	3575	19301	15517	1553	996	8782	1319	13593	8263	14910	17329	7538	3821	5298	3080	4384	19934	10799	16255	13236	10507	1265	8655	5961	1633	1959	1711	16991	6365	11317	6278	1793	2006	11292	8613	15772	13069	5283	5859	17463	3461	8001	18903	8660	9541	5867	12364	14844	6661	15364	16713	2749	11819	18610	2155	1043	18500	8753	3072	7314	19463	2472	14578	13000	13846	17832	12287	6121	16762	1982	17779	14047	5704	16410	20149	19100	6607	9378	182	1129	10898	1305	5763	1444	11206	12078	3871	19590	12681	5729	11521	9868	2239	4891	18107	12698	12671	8855	1336	18799	5785	10298	3340	13799	16686	6646	13177	10616	7072	12017	14349	7340	616	16591	9045	5743	18088	19700	65	5460	11643	17387	14992	3323	5862	1168	17077	13056	18460	19840	15812	11440	18997	3147	19165
7558	18769	3753	14962	19096	17647	2607	18055	16003	6694	4669	10364	10197	6633	7153	10041	10393	18153	444	15382	6965	19776	14201	16200	11510	12279	18257	11134	17540	16935	434	10617	10476	3550	4940	17405	11208	8235	9787	10478	4310	12480	12437	6754	14325	10383	13401	10628	460	12932	19164	15663	12497	14729	178	11775	11108	7372	13336	11474	760	10507	17323	4850	4531	4855	10677	13125	59	16582	778	7316	18838	5038	15792	8725	10417	3619	18536	3478	8331	5587	15231	388	13057	5235	4672	8214	1462	162	8746	12244	17191	17643	540	7794	11987	226	17070	19487	12464	17164	15498	9919	6039	10482	12667	19140	16974	4558	19466	3407	652	7634	12583	1571	2868	13152	9193	4747	14187	17393	12246	18211	20205	4791	4442	20177	11173	3612	16026	13507	15239	19690	13282	7885	117	17791	18947	10315	14398	4153	14335	3752	19758	15074	16192	3232	1169	4574	17851	6350	14844	14331	413	6052	10978	17341	7872	14295	8123	4738	12550	10033	1567	15796	19734	12857	14413	2295	3922	14271	4093	16079	8438	2534	12074	7881	16290	10016	10911	19139	10203	18002	646	2706	16082	16975	8340	9581	2056	10045	17122	17599	1971	5039	16091	1002	19501	20134	11708	4313	8097	10791	17830	12822	20174	18232	14731	11496	17989	2166	11301	11418	1535	7877	8520	8356	12545	5172	10696	6392	18643	12004	20031	6373	577	8531	19635	7341	15618	11140	18462	17746	3532	15882	18113	9560	1658	15822	875	6374	13581	10797	20142	7336	7454	9113	6664	10374	9594	19114	13058	20102	4591	4125	18744	16416	13513	12584	16487	4715	11551	17696	8427	2107	1184	13209	14955	11657	5768	6363	8696	6046	15602	16628	16862	2919	13894	11290	13809	1790	3582	7152	5346	761	6683	9394	12847	2845	2111	1877	4635	15611	19173	13376	12359	17277	9748	7470	3529	11493	4957	8433	9262	7788	4055	18818	8196	15008	6270	2768	13097	14845	317	13379	2659	14087	8325	8753	16703	16217	86	19461	3412	19876	11826	16001	17457	19306	10425	1760	16517	3875	15815	12362	16721	7696	6309	1089	7563	6040	3812	2669	14211	6428	4510	7515	1437	13214	3635	10551	1456	19161	910	17660	4117	16864	9280	11857	7529	2304	6183	12374	10298	2239	5718	3148	16686	4213	11878	8395	1191	20016	11011	4700	7245	4197	13818	13412	4225	6537	3221	11728	5763	8314	17120	12681	209	5269	4991	3997	7627	18518	7941	1505	5482	7072	7728	11265	7407	1168	4097	11553	5486	6832	14645	13177	17734	5785	12521	10578	11206	18428	10831	2618	12598	18502	13444	9229
12161	4346	4976	10207	16214	17799	651	20159	6198	12635	13083	12459	12911	13600	9957	16834	9977	15532	13054	13607	9528	5366	1112	7841	599	5036	9647	12761	5890	15300	8498	2732	14759	13801	9787	747	10355	16257	6766	18233	14627	14575	13954	4481	10261	444	15377	8737	16688	19797	11182	5949	17771	19922	1993	14978	15652	4303	13109	9271	13602	12858	17431	9405	6141	11530	12401	12652	19148	1092	16364	2362	19375	19520	15583	2103	12003	13368	15550	3841	2260	9892	18178	2807	13519	10067	15960	8679	160	15816	3912	3557	9211	4903	10181	19638	17313	11703	12162	18298	11566	2183	12095	3286	20185	4069	4535	13809	2121	2923	18524	779	13010	1291	10407	5141	18389	2997	1347	6929	11318	16246	9057	17458	16802	7159	7109	6914	1344	313	10956	18370	11821	16515	6890	590	11674	19133	12232	11342	2571	16522	11083	7833	17379	8109	16466	81	7670	1910	12155	14268	20182	8569	3495	3644	14588	12662	11230	17375	9199	10729	18477	505	7503	10279	2592	224	15202	5039	12332	2805	11624	6541	8365	17460	11603	8806	4496	2026	14244	15162	13616	10088	8607	8015	14654	19445	5013	4123	10312	2088	14840	12377	18565	13863	17564	5686	10797	1242	7671	1183	20056	3441	9627	11771	3642	13341	20102	5773	10167	5461	12680	7444	12359	11693	4270	18652	7560	13518	4650	11626	19706	4709	19381	16881	15854	5375	325	18923	8989	2962	13066	15212	15610	3974	7634	19443	18783	20137	18767	19923	10649	1082	16754	11792	13815	13880	3900	18884	20058	11528	5071	14678	19581	12612	13714	7975	778	102	12183	13135	8798	3805	13486	9137	7385	16303	11822	18592	871	19279	10480	15563	9064	13322	5038	3793	15065	6572	576	3478	6046	11141	5175	12543	20039	11067	16071	9027	9014	13935	6793	3116	16950	14991	16780	3159	17970	11333	1875	11358	6708	7255	11071	18151	17947	16345	16776	15863	15359	6998	19938	8256	19558	8702	11610	3409	18684	19730	15370	17886	64	12964	20032	7837	15840	10403	11637	1799	2776	43	7320	15520	5120	8249	9447	5094	11969	16712	8547	20110	8302	9824	1212	3889	18474	16605	10187	4527	18082	13837	5956	11020	16228	13987	6380	3754	17746	19835	15298	14349	17077	9153	16541	6057	17390	19195	9756	362	2872	5477	9159	4596	13964	10080	10298	11350	19435	9145	13818	5760	11560	1613	11897	14360	11224	15499	11372	7884	12681	3147	2304	18343	2638	17120	5204	17321	2996	3024	17387	16686	1706	18460	15784	7407	13444	8886	1226	6537	5693	4097	11206	1731	6183	15524	6305	1320	18938	3155
7011	15306	13636	5403	18252	4346	615	18020	1513	6152	14259	16139	660	17090	20083	7161	5911	14984	9720	15723	9350	14732	4895	16495	4416	3401	14806	16334	14765	921	12508	9750	1047	16444	12200	8670	14968	15532	9167	5918	5739	19831	5671	2319	17210	12724	14301	677	13051	2488	2541	1860	16788	309	19401	8104	19864	15073	11952	10809	10347	1381	2477	13896	12629	12645	10959	6270	9429	9058	6584	10053	3184	670	10840	1404	132	4006	17555	19462	9767	10312	14635	10598	17659	5704	3760	2664	11424	19219	16567	14220	10253	4052	4747	11310	17910	1975	18816	6756	17656	11075	4533	2070	18844	2080	4694	18968	11689	8035	10066	16998	6275	8699	4796	9838	13339	4485	10537	18032	5665	12283	3219	13998	10351	11299	16240	13868	856	5524	19203	19414	732	15772	5050	6219	6533	8846	19152	6399	3626	4667	2626	16245	17687	4923	18892	986	18779	19995	1728	10356	1241	17338	12431	463	1379	18794	10563	442	19063	3103	4204	15332	11500	4910	8606	12934	7863	5772	221	4505	8578	13379	10332	2701	9495	16608	7345	16645	1621	8056	13002	269	655	6306	1231	2641	7931	12192	18397	7432	19188	4001	19989	2281	19079	2354	16228	7616	5210	20086	19400	9074	15469	12754	2636	261	8091	8297	3262	11045	13925	7500	16688	3951	18390	10385	15979	11448	16579	9291	4192	2873	3309	9041	17865	9345	7207	8651	19880	7066	8998	18163	4034	1014	14870	7492	3752	12610	10133	9398	9173	6862	10024	8296	569	13440	5580	4686	3269	6205	18926	14524	6237	12879	16586	11141	11028	2087	2092	3124	5271	3143	14265	10824	15065	497	2374	980	12341	19393	15412	3783	10181	18680	8643	18960	5304	5047	19932	16963	12650	4380	9912	18589	12257	14513	14530	1127	3442	3526	2343	12992	8683	17970	2925	730	9587	14143	14256	9666	3290	11627	1961	17851	15512	3001	7448	5009	20101	2394	11539	4945	1597	16953	15903	19976	18798	1065	11707	3696	16827	15816	10691	15840	12571	4075	16952	19202	8701	10566	774	15364	2314	2229	2759	1041	12081	7038	4868	4885	1048	2936	10328	2856	16605	5771	10228	11753	2248	16106	18283	3467	6040	12275	9577	17156	17719	13298	13444	19679	16104	19517	1320	6832	7870	4247	914	4596	10594	5862	19197	8314	9377	12330	19691	4221	17007	882	14126	19143	12521	10898	18290	13818	12774	11137	11347	13523	9868	2419	5486	4096	6701	5301	8129	7188	12681	4587	11372	10750	15809	16639	6616	2872	13964	13056	3449	18065	15026	9368	16329	19196	17145	19435	19590	17512	2455	6710
2052	1473	14105	6368	4740	15325	13686	15157	11367	9162	13415	15993	15998	16767	2201	11307	1634	13257	17857	7889	7523	9237	1791	12765	9798	5980	12039	2615	1373	15080	3613	9008	17036	12042	14947	13439	804	16233	19002	12179	2756	16179	8033	2557	4416	17967	12734	10107	17070	16150	10221	11161	5601	3766	588	2727	7560	16382	2588	14552	9231	14345	5097	20120	6873	19458	8265	16364	17172	2982	15151	12271	11693	5898	2657	17707	2883	43	7142	5584	19567	986	8950	15281	15702	3047	1636	5711	12615	4065	6310	5335	449	12599	11302	448	17148	2255	14822	3391	18867	5665	19209	14015	826	13326	6538	8816	4201	459	9465	12301	2040	1171	483	3322	17999	16156	226	9117	17674	7394	1419	2969	9579	5222	8880	6495	1246	16587	2376	8655	16981	18090	15844	12450	13498	17724	4290	7783	10858	732	16501	12474	3507	10944	13669	667	15794	6577	1976	7964	940	9683	11249	8469	6624	8615	16816	18768	10584	7211	11638	11925	7032	12637	4199	7716	17853	17745	14668	4755	341	19141	16004	6520	14425	798	12869	10144	6063	14400	10748	10689	1416	3778	7483	5759	164	15848	1224	7857	14392	18964	2813	15983	1013	5426	19760	12642	19367	18796	15705	12363	9581	12341	5017	7621	15663	6258	2590	14166	18720	8480	5678	8635	13252	49	2297	5357	15408	13042	322	3889	10986	9931	19163	12451	776	19980	14697	5525	4313	8574	134	16237	17945	6358	6464	17358	1868	2234	919	666	14417	8215	18031	13368	5068	12673	486	4149	16082	17335	13526	7753	2280	13673	5158	19389	19497	1796	4224	2268	4818	14331	4291	17191	2241	19161	4531	4378	13924	11669	12043	7910	5442	2056	4722	9588	8724	9687	11459	16802	13900	9073	11821	856	4946	7475	18132	15233	12016	3703	10994	12155	13917	13963	17907	8999	18512	6574	16314	9453	5555	6359	7213	4533	13066	1466	11614	10469	17309	10122	16748	16216	1913	12139	2767	9095	7848	12091	20164	11493	13649	14856	18062	8690	5385	1733	18914	646	10194	15099	7254	19257	20002	15602	9782	711	11806	13448	1971	13084	17947	9522	13589	19414	13855	3951	14701	16248	10324	17128	4574	253	15873	9697	1132	3060	3024	14226	12774	7490	16986	13892	1680	11011	942	17843	7188	14126	17387	4097	15524	5301	13573	9153	5862	17077	18343	16541	2819	4662	882	209	14645	18460	19691	16964	18480	3064	18981	12471	18290	1320	2996	9949	17244	18625	13629	12168	7884	6438	16285	16591	17452	11137	16104	4221	8274	6183	7054	16624	10465	9019	5269	9877	1305	15812
2479	4215	12335	12771	8712	19981	13707	16994	9140	6633	7969	16394	2258	10383	20012	13827	1970	4638	19082	885	16668	8937	5918	46	1451	9980	10446	566	16328	17857	10364	5925	20159	19605	9529	14627	18353	3772	3102	14453	6416	10375	1635	14089	20004	1618	6366	17932	7408	3785	11511	10618	17981	16802	19178	16775	14531	11687	5636	2245	16874	5431	13894	19429	6469	18766	1867	2090	10900	66	9425	12638	6929	4139	10323	14640	17652	12250	3320	7574	12180	7173	2006	8311	19535	16732	20120	12390	2667	11115	6394	11786	18162	10423	2611	14267	16016	2959	5167	19421	7473	14812	3164	1201	200	9327	10203	8672	2924	2651	850	6412	11843	879	11144	4279	2948	17865	3318	3804	10753	13440	4551	15442	15207	313	6911	17597	12276	2286	12497	17252	2058	11812	5608	484	6098	18425	12850	15712	9856	2041	18157	16425	3529	10407	12913	12662	3194	5348	15950	12377	6425	13279	6944	3001	1582	11987	15148	14443	9005	9074	7268	2446	14928	1166	10471	10698	7534	14933	6128	4089	447	18200	9922	13672	212	10535	10332	11957	18068	15710	12591	2682	14067	13502	3018	18824	19131	2091	13138	10764	9441	16201	1152	5254	4359	6899	6192	11488	13597	2413	11965	9494	16797	7980	8671	2012	4268	9709	12313	10463	9708	17879	20003	6496	12049	19261	7754	18691	2244	2353	19314	2675	16789	11298	4261	2761	18357	3579	5909	13392	13593	9135	12324	2152	7177	15178	14639	459	18346	16218	6815	13800	14229	11269	6713	4810	11913	15102	9433	1224	15937	18014	19312	9093	17625	14935	14055	6892	103	8109	17257	9188	2459	13024	9484	14052	17622	9751	17365	14250	20171	1840	10585	12583	2064	10426	858	409	11548	15830	18890	1190	2270	18919	13376	10314	16273	3708	6352	12496	19724	191	9616	13653	15462	13317	80	927	6777	9548	16894	16078	19122	2735	17518	1163	6782	5420	5159	20099	2541	10523	15898	1971	7861	18926	449	9575	5764	5641	4243	440	2749	11125	11963	19078	10240	18818	13494	3955	15046	20119	5210	2813	1150	9399	16461	18923	17228	15802	10315	7920	12982	13685	7365	10278	4475	7134	11397	5295	4313	5177	577	15296	13217	17083	8641	18481	10583	7340	17390	17387	6978	3064	18910	19700	8947	2239	1613	1475	3570	15795	19590	5873	16624	16686	15491	8274	13780	11643	9145	5784	14349	2953	17280	19061	19763	16289	7728	10080	8706	12698	16541	722	16964	2544	11007	5269	1129	19378	8583	12598	12330	9378	5301	11137	17142	1706	6183	8252	12750	7941	19196	12921	12671	3148	14203	12078
12161	9799	19390	9440	5122	5466	19654	18704	1117	6619	10624	2512	615	2497	9205	7161	5484	19523	1539	16179	16444	5925	6368	10106	1335	2277	10940	19580	5149	13180	13158	2968	19605	4922	9370	10135	8622	10505	1647	7950	12200	833	5911	2084	9029	5649	512	7175	10491	3836	7253	2132	18860	16343	15141	11468	16747	4244	19586	14157	4391	8497	1981	19717	18781	717	11039	19945	2797	5909	13137	10933	16078	18442	5100	15503	10233	9791	9394	12557	16671	2532	8704	1932	14757	17372	6890	5859	484	14182	7378	15765	17353	17156	15916	2050	5305	17737	3144	9406	16721	15645	18422	63	12328	17319	11775	15636	18922	12846	2913	639	318	17277	17267	15140	8400	5319	8797	5798	1142	1534	11348	15469	14977	14079	11395	12240	16229	2504	2496	6930	14429	7990	7003	4167	155	14181	7753	6131	10541	1445	3564	5409	8511	18668	6401	11035	15117	17920	15281	7119	17401	1651	1568	636	3752	5316	5645	10120	14380	14963	465	8429	18587	16148	3822	10500	7872	495	1017	4939	6669	1358	15496	3869	1124	1641	12296	6113	7736	5580	8685	10870	11978	16933	4199	6902	8415	8571	11471	18402	8218	3704	9154	901	14787	1976	20069	8388	16220	17410	856	5696	1750	428	20104	14129	6126	2124	19280	10076	6540	14656	6279	10707	13404	18971	9581	3379	10742	16610	9006	13957	70	13186	7360	2846	15564	19858	11921	3716	13370	5432	19070	5344	4697	9442	13265	11538	202	5939	16059	8806	2376	13348	14608	9459	869	5790	9065	3273	19474	4593	17437	14267	4767	11165	14945	16866	16201	9113	4263	11012	15349	15537	15779	6963	8440	12304	3778	7187	3409	1150	12929	6977	11323	3534	15204	2068	4030	2915	7312	2284	19221	16958	11922	16079	2092	11332	7039	6600	12210	4572	14370	1972	11902	19127	14156	18379	166	12857	16100	1389	16383	5850	5632	12074	3643	17588	11542	12992	7196	2749	403	4290	4151	16409	6058	8871	13614	941	7107	10273	11353	14726	13433	17344	2133	6748	6120	19048	17954	16125	16626	19699	5074	4918	1597	4133	11555	2000	13147	15132	14421	16067	6064	15648	16459	446	11068	1161	4718	4173	460	11631	11657	19678	7268	17260	18981	6607	2210	2638	6419	2544	10002	13799	5729	6057	16285	13573	1667	865	17709	18502	4789	379	3997	4247	19679	7072	13780	5460	4891	14226	7407	10648	882	9377	4741	13056	15022	2214	11560	4617	17390	16997	16772	17293	10465	12290	10831	10238	12078	7231	1505	19439	5054	2819	14348	6183	6537	15773	7884	5862	11521	13960	18308	3871
17708	5965	17337	16988	17617	12799	13878	27	17835	10005	12335	14894	6685	3401	19940	3359	11099	213	5165	14453	672	9100	10136	2512	6670	18843	15907	5282	7684	11384	3753	4799	7331	9553	2265	15868	1774	13975	6198	14765	18555	13801	15190	17015	19981	12293	13254	13453	20101	9071	5646	17729	4065	8603	12721	14986	3199	10460	12363	6584	19507	18512	17425	13343	2776	5773	6661	1317	17254	5231	16408	18643	12309	12473	3274	5159	2599	11611	2187	10590	16847	12727	16186	19209	19810	13671	1295	10201	18710	18901	12667	576	19519	6998	9499	6224	2352	13745	9747	16617	5288	834	6795	11511	11093	8671	5296	3232	1400	11122	5917	4344	6689	14922	8241	2000	2263	715	16152	13583	13224	17276	3786	13326	16190	2436	18541	15327	2298	8900	2335	17535	17861	8195	15982	10279	12784	10089	16615	7563	18542	14462	16770	11136	18503	8823	13377	18766	5723	9746	9305	12030	12129	12767	12438	7423	19344	17983	10799	7876	12344	3216	8234	2325	13541	17182	13592	16939	7571	11602	7515	18186	17352	15836	2621	9831	13135	12283	16595	20149	17883	18858	11156	734	3610	7375	13999	17423	11932	15477	13004	17516	16956	3857	15890	8289	12139	12815	13317	602	14961	361	18209	8519	6253	2978	16156	2323	4897	7752	3145	4411	2527	5835	4517	2529	12173	18098	3204	8644	15288	12976	9894	8782	3444	18520	5953	7612	18220	3002	5279	14340	13005	15064	13685	10689	6456	125	15140	18783	6423	19107	787	15277	17173	378	5536	10561	3529	2150	18866	2504	4374	7561	6837	17494	4453	16088	3710	2669	18472	10300	14183	6352	1837	17	10964	9618	5359	16794	18066	6594	1687	7075	5410	2212	15695	10784	4911	1661	12861	13438	4379	18226	10276	13526	8438	6690	5526	9314	19503	10367	2515	5290	10549	861	3846	17112	12049	5555	17721	18072	3255	6132	8371	11853	1773	7419	10277	17643	12504	2834	7120	15073	13116	19980	6181	7559	1534	16995	19885	16710	12249	13792	9254	20105	1032	12342	5069	19795	5169	5300	1111	15438	19913	10020	9459	4195	17640	2773	14267	4352	10528	16342	19534	12489	17334	6596	363	12005	12435	18690	13093	3307	5265	12808	20023	3116	4475	3163	932	2953	19780	19100	12330	7529	5785	5482	2210	5477	19763	13107	19000	17293	19197	19842	865	11728	9229	5264	17244	15246	4197	10192	6419	7407	6607	6261	14992	362	11648	14072	11560	3148	11011	1731	18518	14661	8583	3323	5301	7941	12774	10002	13780	19674	7188	10654	19679	10848	3027	7860	8252	8734	9378	16624	3720	20016	13573	10856
2711	13919	9540	291	6198	8845	2840	15708	13600	16900	15970	3266	7210	13124	11506	13842	8267	7797	7714	11391	1791	13551	11591	10659	12995	18965	6111	3233	12099	7847	15027	2690	3360	13246	13034	13549	19416	14188	13369	4909	3408	4779	1388	12917	13859	9528	7276	19570	9157	15517	8989	8902	12479	16460	3701	15371	16198	13648	11390	18404	17981	7898	12049	10506	9095	7777	7255	6469	16628	3639	17305	406	19743	15400	14877	4591	2650	4354	15281	8478	19120	17167	19765	13584	3600	3416	13846	7886	7790	19367	15179	10995	20154	7999	1547	4520	12644	4939	1243	16400	321	5676	17943	10673	12455	9984	13388	18344	19076	4291	10228	7967	5641	16996	6381	8738	12944	9015	12835	11645	147	1593	6448	5959	2873	2885	2780	17791	2436	7733	11385	13120	18820	12697	2529	18501	13996	14179	8941	400	2155	1765	10210	2475	1781	12560	17626	2271	17597	15066	13069	11189	15620	12952	9892	19456	2687	17851	5126	19624	7863	14327	13546	4946	1652	7369	19761	11979	11313	1918	4539	13455	17910	6209	13243	20162	5157	12814	16267	2224	5809	10087	8812	17087	3261	13950	3373	5754	15521	3089	17959	10978	3575	2207	727	3962	14921	1673	5551	12647	19603	19208	11650	1941	13997	1994	11491	19976	11342	973	16343	8948	3643	12384	20038	5434	15377	3462	11574	9119	11533	13509	3458	18406	17806	3018	15164	4614	16845	10903	11952	14052	3363	10295	18740	6490	14185	2755	1408	7150	9253	9576	9999	9376	19586	12192	15096	9606	4017	19806	18874	14319	1858	10201	19598	7384	20138	5050	14048	6941	15354	8465	1942	1615	3606	3181	20172	4589	17491	2880	17370	11682	12129	15901	3483	4732	4644	1048	9643	13605	17086	800	6410	1727	4914	16336	4731	6231	11115	20018	974	11548	8313	12351	14525	12545	8519	18779	8921	16247	16072	19687	8500	9180	4720	2094	16229	9242	13777	7368	11179	19921	3497	17353	877	1171	2253	7041	10328	20099	13850	3729	12375	7858	8446	2660	12026	6736	4396	18033	7956	14976	19774	5913	9028	19542	86	16193	15995	19386	13204	18741	410	11693	9238	13238	13601	14406	8000	15552	15762	15373	3023	9121	2759	5063	13168	19309	14713	735	11224	19517	4247	10648	13862	10856	16289	13568	7231	17601	2099	2618	3978	9159	1003	17206	7728	18981	15232	11007	5785	5269	5763	7340	10389	15018	15809	17269	2872	182	5862	865	19990	12921	19679	6701	14226	15784	7884	13444	4097	2819	3221	1129	4587	11265	17280	16104	13523	7250	12774	13759	18625	11802	8855	9045	1475	13960	9153	17843
11998	5149	3119	9347	7411	4905	17826	11593	7105	6255	6492	16677	3396	9085	10478	15888	19847	7291	18307	2712	5156	15042	599	9332	5558	5649	628	13372	10153	9660	4215	7915	8608	13783	20145	8705	19291	6893	2137	12385	10935	18027	7477	9162	3850	15081	4973	10967	11813	11911	3275	14852	11101	11814	13030	17535	13245	1127	14980	13968	3945	20054	2012	4875	19695	13173	12555	19964	13367	2368	980	15650	5681	6266	294	18447	13865	10120	13406	9219	18036	2527	527	20144	319	1887	9050	8894	14421	8721	12363	5180	12183	15958	12352	3649	4212	4974	916	12207	1349	5487	13382	18820	18590	15641	16038	12592	13070	17389	6263	16463	8720	7906	823	9986	7295	4667	7958	16799	16747	9041	18832	4011	4468	3344	2706	17648	4362	19552	10688	8497	19852	5459	18913	12803	9480	17189	14068	7498	15830	13532	15622	6366	16613	19138	10961	19041	19268	3113	5174	3374	898	215	13890	2823	3750	6577	6802	19123	3530	7956	35	2222	11892	18103	10275	7257	6575	3183	12157	12036	8295	20200	6209	19504	3943	1938	20096	11978	18764	19825	9652	17543	11392	13218	8112	9373	3318	11024	12409	2120	9061	17659	1414	20140	11518	17239	4509	14721	7109	9154	3208	4564	18192	7042	17915	5267	12246	4704	12687	11352	801	9270	12660	797	4486	505	7226	443	2662	1072	12062	12249	18507	5419	1498	540	5384	18945	6530	5439	7935	18462	3189	6117	18643	16135	13252	8565	5467	19592	809	19412	3876	594	13857	15721	6955	12817	8020	14871	14283	16447	7387	5966	17478	3633	5507	9209	17516	5910	13362	1780	5070	6008	20027	13328	8217	11882	14363	16396	14713	8405	2574	10438	239	17297	11870	17158	3339	901	10011	19805	14214	5950	19162	7450	8531	6355	7281	10450	1169	17254	5899	5326	14420	5981	14340	13171	18437	1189	16976	1999	17893	5990	2434	15031	16716	9470	9619	8409	17009	19677	10035	3458	3532	2132	3882	13490	17926	3878	17414	14456	10997	15205	15076	15462	3442	12654	11805	94	18035	13316	13127	483	15803	17954	13370	7560	7743	12757	11245	11781	20177	9922	13371	2187	20205	14821	11475	17126	10606	16102	1201	15436	13538	12760	13104	17127	6419	18455	5862	17387	11011	7072	18046	12168	3202	9019	9229	3064	418	17951	15766	19700	17269	17390	17709	2638	7728	4097	16772	10831	18625	15123	17557	12681	3148	16591	18502	17142	17589	6739	7245	11560	4587	19754	914	9378	19644	10583	16986	19685	17601	18460	3504	15773	15232	15018	19195	7231	6710	2809	15499	4096	19197	11878	1435	12774
