15888	19053	11056	709	18546	12675	15012	9980	8525	12289	984	19864	10873	5809	2284	18841	11840	815	19570	18498	14323	13973	1441	20047	12749	17550	1532	15550	18231	5600	13005	10463	1737	15811	11798	838	15001	12673	12708	3348	1266	16852	14331	15471	17021	5244	19047	10602	17639	14927	7020	4901	6149	12117	19489	3983	10053	18809	2446	1534	18338	18976	2155	15512	16020	2602	5714	16079	4231	3747	14384	18798	19407	17654	9219	19292	3420	4032	10769	714	4752	5598	17931	11377	9933	12695	10755	17711	16488	5124	6270	14497	3264	661	1055	19124	12112	1561	2963	18396	11545	9388	6615	18236	16866	8989	14726	7304	13078	7839	9380	9979	9116	11168	2857	15745	17241	4787	2571	4088	5508	19714	4073	1524	13062	15659	3116	7048	5912	13773	8249	11456	4845	11383	9375	14053	9073	18202	6339	13393	763	15460	14174	10864	7990	11058	12559	13658	2152	2192	5440	3273	5267	16251	4772	14161	4705	8363	11265	4134	2961	17293	7072	7245	6616	5785	19143	6646	1129	14072	19780	2842	10002	13573	15795	16624	12698	6537	2555	12168	16289	19000	3027	5204	6710	11521	17206	4048	4323	13177	1191	6261	17888	4097	3871	3720
10608	14842	12294	13292	19983	15591	13934	1123	9259	17666	6056	10637	19453	17297	4645	7760	473	20164	4301	2515	16904	5872	16553	11417	1328	2761	11127	6909	7432	4390	5827	7511	16663	15510	3530	592	19632	9829	3411	4696	1787	1981	14216	643	13918	9931	3217	16593	3902	5475	1896	16265	188	13238	5163	13397	2835	19469	17498	16774	17371	4022	11192	17030	17750	9050	13915	3617	18545	164	8461	18220	3626	11535	4635	5933	15778	15564	12034	9183	9418	5941	15071	8179	2970	6810	11739	10633	11302	9047	11094	5013	16840	2483	18501	3750	14707	14533	18718	2752	3478	15171	8693	15279	20061	13235	7782	16400	6981	403	4350	2957	4671	8254	2390	11228	10157	5248	19016	203	19758	595	19202	13638	17793	11039	2050	4835	4238	9472	14981	1406	14546	2773	16393	19321	4184	20050	19150	7544	18334	8808	3798	2442	18675	16725	6007	1083	16310	4125	6093	6890	4753	8038	15641	7605	1543	13215	10465	6057	18092	18997	12521	16588	616	12078	12471	5477	13092	17888	18107	9756	16986	6537	4741	6701	8583	2819	6710	1168	12921	15018	19842	18460	4096	2842	7728	11137	7870	3027	2809	4225	5486	10488	5718	2996
18771	1203	11461	14202	2581	16438	16272	13666	4666	13827	15070	6126	2049	2456	5566	4130	2749	16913	18127	13304	2897	19913	11358	8862	17350	2746	6099	2195	11748	4479	11016	12567	10167	6285	158	16555	17144	8247	2997	19278	15781	14758	8531	18014	17302	16731	10783	16459	2998	9307	1163	4396	756	18703	1920	11268	16307	14961	8717	4133	12991	18751	9459	126	2327	8577	5373	13769	9510	18949	7012	16276	4064	9666	8193	4966	11300	18677	12685	13581	12626	6787	6482	9782	8900	18090	12620	13590	1640	13047	1718	17927	10986	17663	12692	4752	5184	19622	4644	13482	8006	15631	17257	397	15063	3546	9761	7059	13191	13176	14726	5357	8180	2364	6338	11707	14885	2661	18454	11666	2916	7931	15743	10802	13265	14500	14381	3972	15037	10482	11504	233	19055	8265	264	5975	11072	16436	17694	5324	18869	5526	11816	6520	11058	4655	19689	7527	6056	1122	2680	19686	16306	11349	4570	3567	14617	5754	2842	7728	15795	17280	18544	18997	13092	7981	2555	17142	1731	8583	5486	7529	4225	4070	17007	11897	17120	10080	2961	7407	11521	16624	19991	9756	1191	18069	7250	4262	2996	10898	16964	3720	14072	19195	18981	8855
310	5358	9076	5002	6001	3406	5965	16257	9545	6634	10384	16193	11718	12555	20023	2068	8719	3986	17093	17346	17404	9572	4354	10822	4747	15711	725	10543	16162	3670	13016	17926	6367	9072	10344	10268	10700	12955	15732	16882	10842	1469	8607	10584	4306	12706	5986	8273	3649	15327	15151	1502	4946	10770	11191	8244	7908	7936	111	749	286	15550	8806	6211	16431	3846	4257	16523	12738	2027	1238	2451	10693	16118	6765	2193	18968	16072	8329	2611	10864	19513	13685	11669	458	18159	8468	6578	2156	100	5723	9057	4531	17127	18072	6877	11979	12822	13593	14934	16933	12739	11467	5959	3137	3043	2390	8727	4892	425	451	14242	4186	4539	10319	3093	9375	10451	9594	8731	14644	8270	8859	2516	15803	1103	2146	12287	6116	16077	7920	14394	2527	2284	2489	3254	2221	6652	5704	17443	12608	13980	6469	1751	4313	18930	15284	19496	6704	1903	10592	12735	10396	5975	13281	4130	17475	11641	17206	10298	17269	17557	18981	15491	18544	10462	15784	2638	1320	18290	1129	6701	15773	19644	4741	2961	3871	16289	7250	19842	10856	12598	3720	12821	18069	5785	9496	9159	2819	17951	2618	15731	1706	18799	6057	18502
10617	8927	5321	12640	12147	16064	11478	6364	15464	8013	16078	2031	11976	16027	10852	922	6847	19122	17354	13320	3960	18389	9865	11468	1887	14462	2206	2696	1169	9218	13081	19447	19074	3163	11332	13215	13519	14764	13617	13288	6309	7957	11144	5835	10325	12014	1888	1844	14507	17414	2831	175	13817	17868	850	18669	269	4143	14513	14400	4819	8023	446	15353	13161	3518	965	12468	15282	2908	161	13231	9858	10651	16878	9005	8859	12112	10001	7242	5047	10189	14268	13040	5519	18506	12438	1067	5451	728	11465	13498	1010	16251	17165	13023	5694	11770	5757	2361	16383	2034	20100	10928	16574	20131	11633	1019	13392	10345	14046	16910	11445	1481	14370	77	19080	14508	3594	17445	14862	18189	3466	5021	13747	249	2128	18152	8512	18503	13536	13116	3365	14174	7240	13127	7237	2988	6920	7304	8907	12845	8056	10567	3774	16213	13386	19926	17911	20094	1679	12922	9018	481	964	14458	5799	7313	10672	17293	13573	3449	16104	1168	14226	7231	6646	17077	975	17557	7981	19700	2842	11521	17007	6261	10578	4587	8792	942	18544	13862	4617	18981	1129	10298	6438	17206	13092	10002	1320	12471	182	3221	11728	15123
18623	14835	16743	10255	3925	18257	18688	1519	14915	20135	3337	2593	1869	10614	3693	3837	17162	14107	12311	10280	5413	10954	16898	4889	4279	149	5292	19085	1408	4479	4233	806	13543	1725	9416	3771	2967	1417	2700	10077	19634	3784	10927	15871	4585	14808	3075	4255	7055	9257	16101	18645	6884	4137	471	12850	518	9213	4148	383	17740	16151	8417	12209	13914	11536	19330	13284	18881	4966	17886	4397	11987	14327	336	15797	17733	17528	7388	18396	12848	15456	2810	7540	10737	15071	19627	15025	2426	13396	3822	11286	13769	12646	2998	3001	2844	14640	3240	15534	20108	15885	396	19374	9562	3207	4348	7081	10632	17814	4499	8760	13865	12124	2871	3226	6105	5105	10603	13628	14934	8733	5983	12421	9904	4599	10970	4842	1709	11448	19362	618	15270	732	18723	2107	10068	4369	4328	18998	17475	1481	19391	9184	6741	7200	4535	12533	19211	203	14380	15549	9881	14273	184	3808	13816	12438	9496	6710	18799	19763	8706	7231	6616	182	10898	19000	16624	2819	15123	11265	12698	1706	18938	8583	16986	2996	3027	8100	19644	19991	5205	5718	5785	2638	19517	7529	15022	9255	17007	5477	3074	13892	4741	14072
599	12700	3364	2690	8118	14042	11134	16179	17177	8037	7180	15743	20076	2684	15807	5944	5960	2171	12570	17277	13209	18052	15709	1556	16500	14802	8004	16567	13930	18953	749	3502	3526	9271	12817	1054	11608	10497	4401	15608	4720	6348	2133	15116	3128	2501	17634	6303	5222	1503	10961	12534	10802	20129	8824	15032	1654	12647	13348	8980	12787	1770	14713	2868	6323	13359	13852	16522	4797	6411	7979	5584	14044	1789	10520	18202	5888	16380	9396	1571	3833	19375	14525	14707	11122	16856	7971	2660	4949	4280	943	12999	13341	4998	6709	3933	6319	15650	10295	5681	12592	440	7931	19140	13324	5629	9863	18622	5759	13220	18673	8373	13635	18743	13782	19858	12101	4854	9752	11835	5714	3599	7159	17536	13254	18453	12760	19161	13709	3365	8137	10640	3509	7842	3135	9484	299	7109	6466	17650	16084	7608	177	17091	1610	19366	1023	4920	3377	11087	13990	3205	15060	10218	4017	4380	476	6414	17951	4134	16588	5477	16289	17390	3202	12648	1191	11728	17244	11726	10898	12840	3340	11137	18799	10578	15018	4323	9255	10002	7981	4262	15701	15026	12168	5718	17557	19195	10616	17843	19700	7072	8706	1129	4617	13862
3550	19464	11258	12073	9599	19183	6526	13414	4740	11086	5022	15348	3043	11635	16324	5984	6664	15441	11308	6329	5267	1113	17297	9412	10982	11812	1969	9943	7998	7241	3918	13341	11459	3895	16442	5789	8209	7042	8809	10978	2441	2056	16653	746	11954	360	9307	689	15633	14752	20202	4655	7815	10827	1089	226	319	424	7094	13790	16551	4093	7003	18220	7184	12655	5681	404	1074	4444	11485	14991	13978	14680	11840	9761	3217	8948	17624	4833	4972	9449	16828	9777	11404	19359	10340	19715	6837	12575	9081	10864	9214	9305	798	6764	13019	6829	4674	19377	12815	8468	16432	10146	13613	11051	19003	14443	3165	8983	2164	7511	15502	9424	17445	3005	11764	11558	1152	11573	5152	4254	7452	6601	17713	6135	484	19110	223	1787	11273	2149	11520	2009	7380	6272	14980	3249	17094	2830	1093	9793	2431	14907	15772	16115	10150	13005	4202	16192	19063	19902	10320	7048	2884	5975	11744	9278	3027	18455	3449	13092	5784	15491	15795	1926	15018	19700	12698	19780	6261	17142	3202	7231	7946	4662	5486	19644	15246	5205	12821	18981	1444	13177	5477	12840	4225	17387	18088	17007	19195	2809	1706	3074	16986	942
11817	19382	10178	11461	16875	16809	2285	2184	13048	7940	16963	1031	3461	18777	1688	6836	7924	4089	8048	4086	15088	80	17385	5632	991	771	8779	13049	13304	5105	11642	13176	13237	8161	7505	2672	3228	4885	8231	6649	14815	15371	7434	14307	429	14185	8468	16071	11435	9106	12790	1329	5935	11414	14935	7623	2596	8474	14133	4509	1403	7255	8043	7977	18100	2247	5244	1469	12561	319	2696	2121	15156	17264	3067	7346	6360	9749	6837	6362	11874	5349	10828	3042	2646	10272	3124	8198	15899	17476	1132	15807	5658	6096	17871	2468	13275	5508	5173	13218	8051	9411	7151	574	7270	10942	7056	8041	1788	5929	3719	12807	8208	7313	5570	14848	13817	16860	4381	5976	19145	5977	2286	11871	18750	8305	12514	17024	13800	7945	2783	9054	18640	1337	11923	17758	1025	11708	10777	13168	13464	10565	13521	1127	5639	4742	2006	14857	7535	7836	15633	13324	19921	13987	12384	17854	19540	18538	12698	16289	9496	15026	4323	3202	18997	18290	9377	15246	11521	18625	11728	10488	3871	18544	18799	3064	7085	2210	7245	8855	10002	19991	15773	19000	6537	14226	7231	16624	19435	6701	13563	13573	16964	17843	11726	1744
9440	13083	6857	19940	15924	11258	13975	4669	2359	4905	15737	9000	10642	11288	6399	9766	11856	1454	17312	2461	7671	16410	11533	11963	5580	9026	13868	1598	12382	18094	15629	14256	4572	19689	13653	5639	16052	12786	9839	16957	2490	446	7619	10874	10983	14898	8233	12305	13037	15260	19255	14015	6094	813	19571	18130	5990	19600	207	15571	14064	8861	624	2796	5986	3445	774	14351	18321	12275	15055	16213	11392	10075	14411	11300	10717	5724	8750	14229	4078	11830	19955	155	5860	8297	2682	19119	9351	16732	10634	19127	13958	11551	13678	16042	10693	19905	13311	13592	1433	4910	16231	790	17532	1585	18412	1615	20031	14345	4406	253	17440	12146	2701	1422	2806	20188	6949	11603	4648	2480	8217	4004	8128	14208	14847	6750	686	18620	19797	12126	540	9435	11755	802	3531	13857	16572	15712	10288	8810	2675	19084	20171	17635	19624	12686	10016	4704	17066	6297	10692	19881	11038	13639	18929	14071	5205	7340	19195	6438	9877	18343	19763	4891	4662	19780	10002	942	5847	13862	9377	1191	13563	3687	16624	10898	11372	4262	15766	16289	10856	2996	17951	4323	3720	8855	7245	15809	8792	1706	15731	17888	16130	7981
