5674	11612	10098	9220	7711	1604	18436	14720	1594	10866	10336	3338	8705	5677	19151	2500	11764	18610	8292	9999	7671	8657	18061	19908	10942	3087	11485	15500	13554	8280	18608	10145	9652	17569	10677	7419	17791	1837	5658	12163	7534	10515	19745	3704	10674	19496	16302	14963	12429	14771	9632	4396	15665	2174	9470	10047	5414	16647	7125	4056	7563	14672	8304	15858	4533	8112	8156	13227	16217	19945	3196	7328	9896	6087	4818	11362	6672	16344	14005	11395	14716	4153	16947	6939	11444	4519	10282	539	5536	3498	11459	12375	10990	18889	12030	2561	497	5709	14470	10929	7183	3463	17929	1885	16896	10443	15181	5632	9824	4568	1171	10254	8285	2672	18961	18025	13000	14443	6740	17183	1866	7731	13060	17688	18467	16486	11829	5909	18286	17909	1894	2640	13625	552	4343	6480	16080	15842	19576	2857	2255	1465	756	4706	5173	1129	18088	6646	1680	15773	18107	6057	15766	1744	12821	10616	942	1926	8792	4096	18544	9496	14072	8100	1731	3202	4225	17007	6710	1444	17269	1336	10298	5477	3871	18290	17557
999	8174	7005	1461	3359	4691	1172	16351	19831	14657	4940	19382	11817	4668	11441	11760	19732	283	6102	10008	221	17377	16643	477	3028	10947	11161	3616	10781	14378	15992	1852	6334	10566	19372	8317	7045	2090	16025	11452	9896	17915	15153	13427	12860	10852	9577	15947	14907	8750	16416	5413	240	19997	4269	19743	12989	5888	6488	9119	11394	14276	13570	2643	1915	6938	16628	14959	9338	14047	19520	10175	10412	12657	3543	16327	14922	62	10353	10813	5195	6578	10628	5594	12344	14326	414	17494	12321	14066	264	2440	19959	2795	981	7400	12010	15387	8453	7226	4267	2659	13513	16671	20073	4099	1748	2927	16281	15962	12181	235	14749	17273	4709	7568	18033	13583	12396	14434	14067	3797	2165	15527	9096	2880	2820	12621	226	18957	9461	3124	267	19279	9052	18807	2838	7738	12187	10552	9314	16610	9117	5668	16235	1444	15246	13892	3221	4262	11137	2842	11521	3340	1191	13573	11350	2638	12565	5784	8100	1731	10442	17293	7072	18799	15022	5204	19780	18938	13862	4741	17280	5785	18069	17269	13177
14759	16905	10399	15799	2653	6068	10935	20159	14842	16559	1970	2784	17210	5654	5540	16432	2534	1660	15085	1588	4674	7338	928	14695	11383	16375	14204	15073	7881	1137	18683	7550	13401	4344	4772	11160	14266	10689	12489	264	8104	10471	1445	19576	17441	3702	12883	11205	17702	12257	5451	15415	16113	4202	15508	18302	7836	4500	10396	16128	10890	9694	12728	15144	20047	6338	13519	11694	18376	12235	12253	17377	18586	19194	9874	13508	17714	12320	11143	3111	5348	13481	5240	1546	282	10883	11753	15263	10669	12034	11348	19178	19250	10563	233	11459	6049	20199	20111	20079	6842	2086	10887	11318	18030	8860	1238	18305	18745	12800	8244	3218	12650	200	1530	409	16649	5916	16307	18387	11319	1459	15589	834	10922	10177	6568	11405	13640	5417	15752	13557	5184	19257	286	1582	8643	5952	8343	20167	1389	19992	8778	4271	16422	13573	17387	1444	19517	616	19378	8129	4134	10616	17077	8855	13092	1926	5486	12565	13177	17951	5785	6537	10462	975	4225	18455	9877	7245	15491	6616	15784	16964	8706	13563	17007
10336	16969	12256	4525	17987	11375	17849	3000	8937	11034	9529	231	11868	6370	5279	3817	18376	5034	11691	15050	8181	4030	8574	2406	6275	10391	8592	16568	3656	15065	12425	10645	14755	14079	4521	18377	17086	6551	5381	7778	11526	3836	9503	11628	2628	2251	884	7768	13482	778	7943	10710	8058	14356	19004	12447	19713	8587	4089	4436	10707	8778	4207	19568	11816	3125	8204	621	1511	1869	4149	10411	2803	12215	10615	20138	2703	6600	14820	3974	2259	6861	8871	16448	6337	6815	14633	17794	2637	13492	994	11436	11536	4875	9738	14398	5299	14229	19529	13433	18669	2075	6580	3947	6520	9117	318	10635	19521	8166	19190	5134	8468	11779	15221	14812	17894	13596	12612	17208	9107	4352	2143	7124	784	17122	5704	9299	10454	8109	5470	5392	14429	15360	8474	15951	15212	11954	9535	12235	2090	17606	3969	11084	5368	15026	10672	18938	7529	4587	15108	9377	12565	10856	18069	17709	3340	3221	8583	12521	3074	15784	18290	18997	10389	5785	2638	10616	15123	7072	17888	17269	19763	16964	17280	616	15018
4908	3457	15382	12828	5994	1471	13067	13798	12949	13439	7005	16468	8908	13265	10034	4758	6338	3036	15530	9038	14971	17338	8027	14911	10332	5520	7275	5308	5935	16279	18158	460	789	16605	10448	3648	19080	10065	8405	18492	7718	4376	478	6288	19733	19457	15890	9465	18753	14675	14895	3704	17753	16796	4696	17814	5419	1821	19003	16904	13716	7740	10799	1655	19016	12105	7891	4054	17927	8365	17785	10387	8281	18980	11846	3518	4589	3680	12246	1110	5003	8041	4699	7423	1682	1773	16367	5116	16323	19915	16400	16072	17070	1467	11948	5569	6842	14770	7218	12977	15354	9448	8153	1799	16356	12930	12621	12281	15871	9282	3281	8599	9227	20084	19228	1455	8425	19967	8506	11608	3836	8660	19222	693	16374	6897	8944	10112	11223	10968	1546	1121	15544	10119	16491	14283	15866	2143	426	6141	14090	17353	9543	5079	18458	1191	13573	10389	13818	1731	14360	15022	10298	9877	15491	3340	19991	19700	12471	15809	18799	18088	10462	10442	12598	18544	5204	2996	17293	18997	3871	6616	12698	11726	6057	12840	4587
12385	2292	7011	874	7477	11208	16445	5129	9350	2319	12114	1177	12011	11879	12245	1455	11167	6208	1844	1111	1452	12336	19705	7546	5661	18519	4030	4988	16012	10350	4694	5657	10502	19410	7581	473	2165	11084	603	18202	1652	10779	17852	11179	12180	13800	4209	3177	15778	20092	14764	7434	13606	11606	2046	13148	15909	9083	587	16411	2595	13008	16366	16030	3684	8246	18701	17443	12006	17358	17446	696	13980	17396	10932	3789	13623	1824	3955	9097	16175	5984	14001	7013	9456	11664	2254	13478	13722	13657	518	6211	2749	3035	16939	19772	12025	16062	4706	1031	6731	6276	18371	4551	19256	3785	19889	17886	1773	7755	3913	7284	10280	5930	120	4914	10611	16552	11739	19314	20174	14788	16391	13685	7957	17097	6820	8918	17402	11122	4423	15150	15574	15137	19867	13982	19905	12655	17336	13822	490	17315	6452	5508	2990	13092	19143	182	2618	10616	9159	17387	6057	8706	3687	1731	4323	19378	16104	2842	3064	15795	6616	18544	11350	12168	2809	5847	15123	2555	12471	10898	11728	7340	6537	3074	11011
1172	4317	16558	6021	7458	5931	5556	20112	1473	16179	15869	8216	2944	10932	2857	15600	4804	6214	12461	7396	15948	13881	17746	1301	466	17174	1404	8182	18266	7368	18072	11504	11005	20068	9905	10452	3237	2178	621	19787	3901	6772	3025	18562	10215	6578	18157	13248	18407	16284	11569	10902	16626	17801	4436	3385	411	4542	668	262	18677	801	13996	6751	7203	19271	8730	5399	17022	15373	18542	6076	19724	941	5738	4581	14546	6722	16112	17533	3555	1430	3079	11628	9570	17520	12356	6234	15851	10407	19919	5521	12602	3581	6208	17864	1398	16958	14139	5234	12251	17941	5995	8001	9915	4275	19677	19925	8358	16522	13321	6497	4902	8159	3821	16927	12320	16402	2252	9652	18589	3039	11	6477	16516	5983	10165	9233	11085	8311	5526	10374	15767	17748	1918	20079	13339	7275	19730	9398	19162	2757	1571	4316	5432	15491	1168	2555	2996	1744	9255	13862	1191	9756	18997	8792	1129	12921	17077	11901	8100	3340	15795	4225	12078	18799	15731	17293	6616	9877	12168	10462	10002	13573	18455	15766	7728
3119	16200	1745	7036	19739	11847	12282	5691	9720	6779	17667	20106	1551	17658	8854	4696	14533	16463	6872	4107	1331	1049	4674	18443	10333	8468	4240	3382	17562	1282	14726	14935	13055	2695	19690	14101	8609	1992	16362	15753	14326	9097	8109	1319	4487	4855	10623	11360	6618	523	14763	16226	13436	7585	10194	16614	4562	6392	366	10119	8407	8009	17824	11941	12362	3220	901	5437	15914	16118	17989	3351	6822	9603	3497	5537	12860	12749	19906	1171	19532	14788	2283	4445	11322	7144	3222	17423	11718	2160	8116	10931	11349	116	15636	2156	19976	5061	9827	16758	17851	9682	19585	2919	368	1588	3697	18860	5413	3749	5313	4275	14061	26	15523	6473	6425	10222	19391	16397	5335	8205	2341	8234	7427	2701	8477	19495	2171	13734	12197	8533	5426	19095	19733	4705	10415	17028	376	12455	11458	1662	5623	2062	3973	12078	4587	7728	2961	10442	12840	8792	15773	19780	4596	7870	11726	4262	10298	19842	16964	19378	5477	7245	9159	3202	10462	13862	18107	18308	5784	7407	16104	18460	6710	7072	17951
19053	11667	3037	5801	2607	5092	8978	10612	20036	11470	14009	6619	13493	12253	16817	15315	16785	8141	2120	13205	1579	6615	16493	10959	8340	10459	249	16177	15032	11288	256	2153	3821	7420	10582	18682	2061	2291	1526	16579	18933	9345	1524	6913	18534	5518	9407	216	5681	4902	10218	20105	16273	226	6405	8489	7784	13215	8919	493	4305	15549	19976	1480	14847	1655	8070	14394	2027	11048	813	7514	11474	11244	8796	491	10976	7958	6402	440	16523	2004	10227	5991	12123	7003	1390	6704	8916	10296	466	11800	6140	8291	470	323	11635	3134	15916	3637	759	7122	13011	8976	3928	5982	1352	263	18179	14096	13680	11292	19125	13358	12892	10685	9958	8625	19815	17624	18563	16238	7384	10960	15134	19724	7782	20067	8402	15160	17100	8671	16031	5668	15540	4773	8456	6654	3689	10196	1550	13644	8096	13123	13664	1444	11521	18625	4741	10462	9255	19195	15246	12840	15022	9377	10856	15809	5205	19842	15018	5718	3687	15026	19700	14072	6646	975	1731	3720	13177	18343	18290	17077	10672	1744	6537
4317	20169	16179	10267	8708	12765	9930	11096	1580	8524	1440	12033	5366	17748	17562	15791	4684	10210	11329	6955	13213	17479	3638	17501	14658	19813	18951	17587	6854	3260	7356	6421	8104	6500	7254	17114	8339	8797	6897	10175	7844	18152	11205	9442	14663	6576	12934	4972	17099	6561	10840	12504	14949	8386	19724	12557	11533	12392	19513	7206	16095	9544	17322	1600	6137	16006	14959	5317	2478	19012	7082	15743	5541	15566	4704	4135	19279	19558	6744	13858	10947	20202	1545	3684	10105	2176	13879	19462	937	5656	2108	15634	1232	5374	9780	18820	4919	6695	5041	5725	16510	11296	320	4219	3137	16379	2776	7284	14269	3579	8119	9421	6611	16026	3169	2293	2876	537	9861	186	14521	5270	3693	11693	16152	8273	18591	3325	14862	10725	17340	1193	3817	5716	4495	199	15515	17336	16517	9824	11933	12692	11438	11229	1020	19644	19435	4225	18981	3202	15123	12648	16130	12565	12698	182	1744	1731	19991	5205	4741	15491	17843	12821	2555	5785	1129	7407	5204	13573	17077	10002	8252	4048	10389	19195	14226
8412	570	14342	15024	8787	17993	2170	7562	12480	8601	12541	1117	8152	14500	12053	4243	15237	7569	15272	16802	2439	6968	11483	17906	7532	8007	12120	10035	7269	4263	7203	10549	13104	9694	11115	4811	5607	9307	2702	14053	1696	2890	6842	17016	15008	18958	17045	10302	1813	1198	424	14320	6791	200	13923	6794	2591	3403	3689	10604	7808	8565	8255	12848	9005	7777	19532	16320	6957	524	7475	10196	12755	17618	14883	6332	984	4819	6482	14809	7920	13879	10165	19596	16134	19615	10805	14145	16666	12381	10074	15902	17464	1547	2092	12060	14463	19714	15365	13057	376	15297	2171	1588	5298	1382	17578	10670	409	10509	15586	11108	10983	15759	19405	5711	9401	5663	601	13406	9499	1563	13155	7853	11899	6186	1092	14921	6221	6795	8166	13631	13750	7175	6859	18517	12892	3717	13050	7386	11820	18282	12612	4099	3471	15491	13092	19517	18069	18799	1744	975	18343	5785	10298	17951	16130	1191	12565	10578	5718	4741	11350	6646	1320	3340	2638	6537	942	17244	6616	17888	19780	4891	12648	15795	8129
9625	18771	9930	15658	11305	5739	13493	6010	7047	288	2639	4431	2869	9560	13769	18643	11820	5105	2836	2398	20131	15444	12102	17968	2320	11871	13037	14123	13422	12105	7237	18584	13933	10640	6000	4541	6687	86	18214	17737	20073	15849	9090	18382	9051	1365	3474	1463	10427	13953	16397	19508	9950	16443	7631	15779	2405	16463	6115	3576	6745	10537	12556	16659	12642	5503	18017	5174	9607	9635	5184	14998	2851	15841	2808	18923	11973	2699	16881	14728	14176	5997	162	19489	2759	2232	7170	8262	8473	16291	3381	10543	7527	7152	5986	17276	14682	664	3404	11924	16841	9435	14524	17478	3286	5254	13388	3907	6249	2000	14366	363	12047	18574	14841	5309	11328	5496	12212	14372	8794	15046	17183	3774	2152	19652	14066	10328	35	16908	8694	15724	17300	13494	1593	13961	525	1858	8950	2994	6969	4474	19156	6231	20193	1731	13892	15773	8583	7245	5784	18308	9756	18343	2961	4891	17390	7529	5718	2996	18460	15491	4134	11265	1320	8855	7250	2809	4700	1336	19780	6710	13818	2555	18107	10616	18290
15993	16831	19382	19269	14983	18145	19983	402	1439	14854	5001	11534	17982	7503	695	1103	4970	11569	7371	6495	378	13348	13093	5429	5940	5290	5289	12562	8035	17579	1356	16459	9435	6376	1143	13638	16613	1953	5683	5138	10159	5750	11113	6121	14794	15179	9081	7359	16322	1510	10635	18098	11487	25	14234	8856	16583	1424	13110	2994	11816	13051	11840	8489	9404	2516	1882	2988	15712	1954	10847	18202	2320	19369	1346	8138	14186	1769	163	18679	15642	5224	20022	4350	4343	16672	17212	18425	4969	13441	11403	4588	545	14224	14776	9080	17288	15900	7563	9517	8720	12793	3389	4378	15363	3134	13322	17158	18562	12980	18837	9410	16091	7575	12001	19507	13672	14674	8398	9221	2001	20031	3334	6488	5900	6948	4163	10430	9069	10427	6093	14381	8198	1391	17824	7536	8112	4139	11340	6663	10283	1988	10589	15285	2376	12921	4323	11137	8792	12471	1191	6701	616	12821	16104	13177	5718	2638	15809	3221	3720	3074	2618	18069	11728	10462	4662	18938	13892	17077	9496	1926	15766	19143	11901	17293	18343
8568	11746	6021	2511	18436	4416	489	929	19355	16969	14486	1483	12046	15460	18273	6555	17947	12123	11530	14368	12738	18371	13424	6760	158	12835	16408	1084	17263	5305	9696	19906	10441	17922	16789	6457	19374	11453	14495	5421	17261	11289	7764	10472	3618	6166	18382	6085	9769	8331	2851	13450	18329	7234	2313	6744	690	1090	16627	12869	1885	8847	16028	16185	8356	4629	3030	6321	13144	8442	3708	8348	17921	18678	2963	1920	16679	4123	9931	16852	6872	2936	2456	7386	12019	18304	16912	3087	5491	11891	9738	413	16595	16401	11310	18526	11513	7710	11700	961	16052	900	19138	18317	6489	19900	11165	6990	13505	5938	4574	17378	9069	5988	3465	13354	4755	2086	18462	14194	11268	14220	2978	11245	2105	7589	15792	14046	6109	20187	4894	16402	19185	20047	724	7408	9119	17104	670	13852	7873	9247	12393	7359	11689	19700	15773	9255	10578	12565	12821	15108	12648	1731	10465	17843	17951	15022	17142	4225	18460	18544	10002	10488	10080	9756	19763	12598	6057	13892	5718	7340	11011	13092	7870	19780	12521
